token,tf score,idf score,tf-idf score
"('tears', 'NNS')",1.8433179723502304,2.1129642337184795,3.894864946946506
"('went upstairs', 'VBD,NNS')",0.9216589861751152,3.817712325956905,3.518628871849682
"('read', 'NN')",0.9216589861751152,3.817712325956905,3.518628871849682
"('maybe', 'RB')",1.8433179723502304,1.80280930541464,3.3231507933910414
"('confide', 'VB')",0.9216589861751152,3.258096538021482,3.002853952093532
"('felt', 'VBD')",1.8433179723502304,1.466337068793427,2.7029254724302803
"('went', 'VBD')",2.3041474654377883,1.0451236037171234,2.4081189025740173
"('spent nearly', 'VBD,RB')",0.4608294930875576,4.51085950651685,2.07873709977735
"('hour upstairs', 'NN,NN')",0.4608294930875576,4.51085950651685,2.07873709977735
"('upstairs making', 'NN,NN')",0.4608294930875576,4.51085950651685,2.07873709977735
"('making meatballs', 'NN,NNS')",0.4608294930875576,4.51085950651685,2.07873709977735
"('meatballs', 'NNS')",0.4608294930875576,4.51085950651685,2.07873709977735
"('everyone went', 'NN,VBD')",0.4608294930875576,4.51085950651685,2.07873709977735
"('either read', 'DT,NN')",0.4608294930875576,4.51085950651685,2.07873709977735
"('sobbed', 'JJ')",0.4608294930875576,4.51085950651685,2.07873709977735
"('tears streamed', 'NNS,VBD')",0.4608294930875576,4.51085950651685,2.07873709977735
"('felt desperately', 'VBD,RB')",0.4608294930875576,4.51085950651685,2.07873709977735
"('desperately unhappy', 'RB,JJ')",0.4608294930875576,4.51085950651685,2.07873709977735
"('streamed', 'VBD')",0.4608294930875576,4.51085950651685,2.07873709977735
"('comfort', 'VB')",0.4608294930875576,4.51085950651685,2.07873709977735
"('past four', 'JJ,CD')",0.4608294930875576,4.51085950651685,2.07873709977735
"('went upstairs', 'VBD,RB')",0.4608294930875576,4.51085950651685,2.07873709977735
"('bathroom fixing', 'NN,VBG')",0.4608294930875576,4.51085950651685,2.07873709977735
"('see boche', 'VB,NNP')",0.4608294930875576,4.51085950651685,2.07873709977735
"('meet', 'NN')",0.4608294930875576,4.51085950651685,2.07873709977735
"('fixing', 'VBG')",0.4608294930875576,4.51085950651685,2.07873709977735
"('help mrs.', 'VB,NNP')",0.4608294930875576,4.51085950651685,2.07873709977735
"('tears coming', 'NNS,VBG')",0.4608294930875576,4.51085950651685,2.07873709977735
"('raced downstairs', 'VBD,NNS')",0.4608294930875576,4.51085950651685,2.07873709977735
"('hand mirror', 'NN,NN')",0.4608294930875576,4.51085950651685,2.07873709977735
"('grabbing', 'VBG')",0.4608294930875576,4.51085950651685,2.07873709977735
"('fully dressed', 'RB,VBN')",0.4608294930875576,4.51085950651685,2.07873709977735
"('tears leaving', 'NNS,VBG')",0.4608294930875576,4.51085950651685,2.07873709977735
"('leaving dark', 'VBG,JJ')",0.4608294930875576,4.51085950651685,2.07873709977735
"('dark spots', 'JJ,NNS')",0.4608294930875576,4.51085950651685,2.07873709977735
"('felt utterly', 'VBD,RB')",0.4608294930875576,4.51085950651685,2.07873709977735
"('utterly dejected', 'RB,VBN')",0.4608294930875576,4.51085950651685,2.07873709977735
"('red', 'NN')",0.4608294930875576,4.51085950651685,2.07873709977735
