token,tf score,idf score,tf-idf score
"('understand', 'VB')",1.0810810810810811,2.431417964837014,2.628559961985961
"('bep stayed', 'NNP,VBD')",0.5405405405405406,4.51085950651685,2.438302435955054
"('us friday', 'PRP,NNP')",0.5405405405405406,4.51085950651685,2.438302435955054
"('sleep', 'JJ')",0.5405405405405406,4.51085950651685,2.438302435955054
"('drunk', 'VB')",0.5405405405405406,4.51085950651685,2.438302435955054
"('headache yesterday', 'NN,NN')",0.5405405405405406,4.51085950651685,2.438302435955054
"('began sorting', 'VBD,VBG')",0.5405405405405406,4.51085950651685,2.438302435955054
"('index card', 'NN,NN')",0.5405405405405406,4.51085950651685,2.438302435955054
"('going nuts', 'VBG,NNS')",0.5405405405405406,4.51085950651685,2.438302435955054
"('crazy enough', 'JJ,RB')",0.5405405405405406,4.51085950651685,2.438302435955054
"('important news', 'JJ,NN')",0.5405405405405406,4.51085950651685,2.438302435955054
"('period soon', 'NN,RB')",0.5405405405405406,4.51085950651685,2.438302435955054
"('keep finding', 'VBP,VBG')",0.5405405405405406,4.51085950651685,2.438302435955054
"('whitish smear', 'JJ,NN')",0.5405405405405406,4.51085950651685,2.438302435955054
"('mother predicted', 'NNP,VBD')",0.5405405405405406,4.51085950651685,2.438302435955054
"('start soon', 'VB,RB')",0.5405405405405406,4.51085950651685,2.438302435955054
"('whitish', 'JJ')",0.5405405405405406,4.51085950651685,2.438302435955054
"('smear', 'NN')",0.5405405405405406,4.51085950651685,2.438302435955054
"('predicted', 'VBD')",0.5405405405405406,4.51085950651685,2.438302435955054
"('momentous event', 'JJ,NN')",0.5405405405405406,4.51085950651685,2.438302435955054
"('momentous', 'JJ')",0.5405405405405406,4.51085950651685,2.438302435955054
"('use sanitary', 'NN,JJ')",0.5405405405405406,4.51085950651685,2.438302435955054
"('sanitary napkins', 'JJ,NNS')",0.5405405405405406,4.51085950651685,2.438302435955054
"('sanitary', 'JJ')",0.5405405405405406,4.51085950651685,2.438302435955054
"('napkins', 'NNS')",0.5405405405405406,4.51085950651685,2.438302435955054
"('tampons', 'NNS')",0.5405405405405406,4.51085950651685,2.438302435955054
"('thing anymore', 'NN,NN')",0.5405405405405406,4.51085950651685,2.438302435955054
"('anymore', 'NN')",0.5405405405405406,4.51085950651685,2.438302435955054
"('childish innocence', 'JJ,NN')",0.5405405405405406,4.51085950651685,2.438302435955054
"('rereading', 'VBG')",0.5405405405405406,4.51085950651685,2.438302435955054
"('however much', 'RB,JJ')",0.5405405405405406,4.51085950651685,2.438302435955054
"('deep', 'NNP')",0.5405405405405406,4.51085950651685,2.438302435955054
"('mood changes', 'NN,NNS')",0.5405405405405406,4.51085950651685,2.438302435955054
"('imagine writing', 'NN,VBG')",0.5405405405405406,4.51085950651685,2.438302435955054
"('pages dealing', 'NNS,VBG')",0.5405405405405406,4.51085950651685,2.438302435955054
"('embarrasses', 'VBZ')",0.5405405405405406,4.51085950651685,2.438302435955054
"('nicer', 'JJR')",0.5405405405405406,4.51085950651685,2.438302435955054
"('indelicate', 'JJ')",0.5405405405405406,4.51085950651685,2.438302435955054
"('also understand', 'RB,VB')",0.5405405405405406,4.51085950651685,2.438302435955054
"('homesickness', 'NN')",0.5405405405405406,4.51085950651685,2.438302435955054
"('yearning', 'NN')",0.5405405405405406,4.51085950651685,2.438302435955054
"('longed unconsciously—and', 'VBN,NN')",0.5405405405405406,4.51085950651685,2.438302435955054
"('times consciously—for', 'NNS,JJ')",0.5405405405405406,4.51085950651685,2.438302435955054
"('consciously—for trust', 'JJ,NN')",0.5405405405405406,4.51085950651685,2.438302435955054
"('physical affection', 'JJ,NN')",0.5405405405405406,4.51085950651685,2.438302435955054
"('longed', 'VBN')",0.5405405405405406,4.51085950651685,2.438302435955054
"('unconsciously—and', 'NN')",0.5405405405405406,4.51085950651685,2.438302435955054
"('consciously—for', 'JJ')",0.5405405405405406,4.51085950651685,2.438302435955054
"('longing may', 'NN,MD')",0.5405405405405406,4.51085950651685,2.438302435955054
"('may change', 'MD,VB')",0.5405405405405406,4.51085950651685,2.438302435955054
"('intensity', 'NN')",0.5405405405405406,4.51085950651685,2.438302435955054
"('friday evening', 'NNP,NN')",0.5405405405405406,4.105394398408686,2.2191321072479386
"('awful headache', 'JJ,NN')",0.5405405405405406,4.105394398408686,2.2191321072479386
"('bed early', 'VB,JJ')",0.5405405405405406,4.105394398408686,2.2191321072479386
"('exasperating', 'VBG')",0.5405405405405406,4.105394398408686,2.2191321072479386
"('card file', 'NN,NN')",0.5405405405405406,4.105394398408686,2.2191321072479386
"('sorting', 'VBG')",0.5405405405405406,4.105394398408686,2.2191321072479386
"('gotten', 'VB')",0.5405405405405406,4.105394398408686,2.2191321072479386
"('mixed', 'JJ')",0.5405405405405406,4.105394398408686,2.2191321072479386
"('nuts', 'NNS')",0.5405405405405406,4.105394398408686,2.2191321072479386
"('probably going', 'RB,VBG')",0.5405405405405406,4.105394398408686,2.2191321072479386
"('would start', 'MD,VB')",0.5405405405405406,4.105394398408686,2.2191321072479386
"('panties', 'NNS')",0.5405405405405406,4.105394398408686,2.2191321072479386
"('hardly wait', 'RB,VB')",0.5405405405405406,4.105394398408686,2.2191321072479386
"('innocence', 'NN')",0.5405405405405406,4.105394398408686,2.2191321072479386
"('could never', 'MD,RB')",0.5405405405405406,4.105394398408686,2.2191321072479386
"('remembered', 'VBD')",0.5405405405405406,4.105394398408686,2.2191321072479386
"('wine', 'NN')",0.5405405405405406,3.817712325956905,2.06362828430103
"('bed', 'VB')",0.5405405405405406,3.817712325956905,2.06362828430103
