token,tf score,idf score,tf-idf score
"('opinion', 'NN')",0.6872852233676976,2.431417964837014,1.6710776390632398
"('understanding', 'VBG')",0.3436426116838488,4.51085950651685,1.5501235417583676
"('love', 'NNP')",0.3436426116838488,4.51085950651685,1.5501235417583676
"('discussing', 'VBG')",0.3436426116838488,4.105394398408686,1.410788453061404
"('terrific', 'NN')",0.3436426116838488,4.105394398408686,1.410788453061404
"('peter', 'NNP')",1.8900343642611683,0.7041970167465302,1.3309565608611396
"('cigarettes', 'NNS')",0.3436426116838488,3.817712325956905,1.3119286343494518
"('shy', 'JJ')",0.3436426116838488,3.817712325956905,1.3119286343494518
"('also told', 'RB,VBD')",0.3436426116838488,3.817712325956905,1.3119286343494518
"('parents', 'NNS')",0.6872852233676976,1.9081698210724662,1.3114569216992895
"('talked', 'VBD')",0.5154639175257731,2.431417964837014,1.2533082292974298
"('told', 'VBD')",1.0309278350515463,1.2150226405125208,1.2526006603221862
"('mothers', 'NNS')",0.3436426116838488,3.594568774642695,1.2352470015954278
"('pass', 'NN')",0.3436426116838488,3.594568774642695,1.2352470015954278
"('said', 'VBD')",1.3745704467353952,0.8865185735404849,1.2185822316707697
"('someone', 'NN')",0.6872852233676976,1.6776461624606338,1.1530214174987174
"('say anything', 'VBP,NN')",0.3436426116838488,3.258096538021482,1.1196208034438082
"('bep', 'NNP')",0.859106529209622,1.2919836816486494,1.1099516165366405
"('something', 'NN')",1.0309278350515463,1.0608719606852626,1.0936824336961468
"('love', 'NN')",0.5154639175257731,2.02595285672885,1.0443055962519843
"('know', 'VBP')",1.3745704467353952,0.7496593908232877,1.0304596437433509
"('like', 'VBP')",0.3436426116838488,2.806111414278425,0.9642994550784966
"('help', 'VB')",0.5154639175257731,1.8367108570903212,0.9467581737578974
"('anything', 'NN')",0.6872852233676976,1.3538590853667367,0.9304873438946644
"('matter', 'NN')",0.5154639175257731,1.770019482591649,0.9123811765936335
"('honest', 'JJS')",0.3436426116838488,2.6390573296152584,0.9068925531323913
"('dishes', 'NNS')",0.3436426116838488,2.5649493574615367,0.8814258960348923
"('mother', 'NN')",0.5154639175257731,1.6776461624606338,0.8647660631240379
"('daan', 'NNP')",0.859106529209622,0.9993140676858292,0.858517240279922
"('margot', 'NNP')",1.202749140893471,0.7041970167465302,0.8469723569116344
"('tell', 'VB')",0.6872852233676976,1.2150226405125208,0.8350671068814576
"('whether', 'IN')",0.5154639175257731,1.593088774432571,0.8211797806353458
"('tell', 'VBP')",0.3436426116838488,2.259567707910355,0.7764837484228023
"('together today', 'RB,NN')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('bep began', 'NNP,VBD')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('began talking', 'VBD,VBG')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('discouraged', 'JJ')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('two offer', 'CD,VBP')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('tactless mother', 'NN,NN')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('made things', 'VBD,NNS')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('things go', 'NNS,VB')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('worse', 'VB')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('others help', 'NNS,VBP')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('thinking', 'VB')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('perhaps mrs.', 'RB,NNP')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('poor bep', 'JJ,NNP')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('experience would', 'NN,MD')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('roughly aside', 'RB,RB')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('aggravating', 'VBG')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('organize evenings', 'VB,NNS')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('take turns', 'VB,NNS')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('turns discussing', 'NNS,VBG')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('given subject', 'VBN,NN')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('daan goes', 'NNP,VBZ')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('mother gets', 'NNP,VBZ')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('gets sarcastic', 'VBZ,JJ')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('like taking', 'IN,VBG')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('hardly able', 'RB,JJ')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('fight anymore', 'NN,RB')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('attacked', 'VBN')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('sits', 'NNS')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('progressive', 'VBP')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('forbid someone', 'NN,NN')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('forbid', 'NN')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('help bep', 'VB,NNP')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('great love', 'JJ,NN')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('idiotic sages', 'JJ,NNS')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('sages around', 'NNS,IN')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('understanding us', 'VBG,PRP')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('idiotic', 'JJ')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('sages', 'NNS')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('love', 'VBN')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('really put', 'RB,VB')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('understanding someone', 'VBG,NN')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('caring', 'VBG')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('joys', 'NN')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('sorrows', 'NNS')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('eventually includes', 'RB,VBZ')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('includes physical', 'VBZ,JJ')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('physical love', 'JJ,NN')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('shared something', 'VBD,NN')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('given something', 'VBN,NN')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('something away', 'NN,RB')",0.1718213058419244,4.51085950651685,0.7750617708791838
"('received something', 'VBD,NN')",0.1718213058419244,4.51085950651685,0.7750617708791838
